real_A1, imag_A1, real_A2, imag_A2, tlast
495b, ed1c, 6d7b, 06d3, 0
f04e, 9e10, 370b, 045c, 0
0f2f, aa0a, 43bf, d9e4, 0
79ab, 0542, d06f, 11c2, 0
a0f5, e135, fab5, c388, 0
fb8c, c8d9, a64b, f17e, 0
953a, 006f, 0661, 2d56, 0
dcba, 4568, fbd8, 6970, 0
000f, b1d9, eda6, 9fae, 1
06e9, 8d70, fb9f, 9e82, 0
e024, f5ce, 13e6, 3a61, 0
c38a, 3fd1, 11f7, bfac, 0
b0fd, f74c, 1756, 28e7, 0
404c, 324b, 272f, b4ba, 0
fa11, cbb2, fcdb, 895c, 0
f996, 5c28, f9f3, 8e43, 0
cf34, cb75, 55c4, e38a, 0
c8d6, d8d0, 9514, 03bc, 0
b54b, 3104, 022b, 5187, 0
307c, 2127, 4c53, 31c8, 0
0bf7, c34c, f42e, 2099, 0
df96, d201, f128, c919, 0
f967, 7048, fc7b, 751b, 0
12b1, e3ab, 3506, e573, 0
cdc6, cecd, df22, b438, 0
a783, 21ff, 128a, b588, 0
2574, d6ad, 3ac6, 2650, 0
5d9c, 084f, f820, 9aac, 0
428f, d9ca, e2b7, be37, 1
2296, d68e, 11b3, c771, 0
4230, f8e0, bad1, 284f, 0
f34f, 37df, f0dc, 508c, 0
8c3e, 0091, 192b, 6417, 0
5afb, 06e4, c10b, 0583, 0
4d58, 2c4a, ec40, 2b02, 0
dbdc, efd2, 7475, f510, 0
46bc, 28c9, df33, 011c, 0
0e9b, 6e74, b213, d7aa, 0
b7dd, 2034, eab2, 3beb, 0
00e4, 438b, 3f6c, ee6f, 0
e505, 64eb, ea01, 5490, 0
4271, 2655, f9ed, 8903, 0
1dd4, fd2e, bc82, dee9, 0
be59, f861, ccb3, 49a3, 0
e4ca, a51f, bb56, d0d6, 0
d104, 1111, d4cb, 3496, 0
a18e, 0d66, d06b, 26e2, 0
fce2, a4ed, 3364, 2710, 0
f5ec, d2ca, e8a5, 0efe, 1
e5fc, cd9c, fd5e, bf94, 0
5146, 2191, e3a7, c371, 0
7956, f959, 3678, b6da, 0
d009, cf5b, ae1b, 29b6, 0
1439, 97e8, f67a, 0186, 0
ba52, c779, 144c, a46c, 0
098d, 6bf9, 25c8, fb23, 0
fa83, 9ff7, e6ac, 0a48, 0
fa54, dfdc, a838, 18af, 0
3af5, c6c8, 3ffc, 1d2e, 0
2c45, 4046, 2d6b, 4cf1, 0
dbf0, ff2a, 134c, b9d2, 0
c448, f6e2, f1d3, 5cee, 0
1c90, c05c, 0293, f7a0, 0
27a9, fabf, 206f, ce9d, 0
cba9, 06e9, 0cdf, 2718, 0
deab, 36a4, 150b, 3f42, 0
1855, a53a, 32b7, eb86, 0
1cc4, 0346, 1eae, b771, 0
340d, e876, eafa, 08b9, 1
aaa2, 049a, fed0, 40f3, 0
27a8, 265a, be60, 2c3c, 0
d860, 0281, f284, ec3c, 0
ee31, c6c3, 05f9, 03ec, 0
2795, c281, e71c, 11ef, 0
31f0, d944, d70c, 3616, 0
f4b5, 9523, a970, fb05, 0
0d5c, d3ec, 2d09, fa11, 0
3998, ba83, 1177, c1d3, 0
0f88, 5eff, 0675, b99c, 0
babc, fbdb, 09d7, c47a, 0
5433, f167, 2ac8, 2321, 0
e543, c3e3, 25cb, 5901, 0
eaf9, c5ff, e2a2, 5734, 0
54e6, 259a, ed17, 4dab, 0
edc5, 6ac3, f212, ae9f, 0
e4c3, 0154, e803, e98b, 0
0c42, c1f0, 1649, f1ad, 0
345d, e225, da97, 5255, 0
ba85, 0d22, 5bba, e450, 1
db79, 4c1e, 2bbf, fc69, 0
5c4c, e7fc, 9ad8, 0d5b, 0
edc0, 4bd3, c420, 1b75, 0
1239, 536b, 05cb, 54bc, 0
ed02, a093, b39d, 1c65, 0
0720, 25fa, 4073, 166a, 0
dda5, c4cb, 1fcc, e2e3, 0
251e, aafb, fec6, f084, 0
d331, c6c1, 36dc, e6f3, 0
db96, 2377, ec82, 4422, 0
1514, 9c57, c67b, f9bb, 0
f7ee, b49a, f63d, d461, 0
9040, 0b11, 1a05, d661, 0
0362, b74f, f128, ee6d, 0
9eaa, e971, 277f, 1a9f, 0
af94, 0718, 3e08, 1f43, 0
bca2, 0b21, 5a64, e62e, 0
10b6, 3646, eb19, 3c20, 0
1f34, 444f, f97f, ce2d, 0
13f9, ea84, 611f, ffa3, 1
039e, b712, 2a4e, 00e5, 0
429e, d10d, 018c, 2a2e, 0
5182, fd99, daf0, b620, 0
4713, e4b9, 5e38, 0e09, 0
dda0, 17a6, d61d, d770, 0
e727, 38c5, 1e6c, feb3, 0
e59f, 9a7a, 4200, 2ca5, 0
e8ba, 3ed7, 23fb, faa9, 0
caf3, 4883, f4d4, 3508, 0
d777, 183b, 28ae, b4a2, 0
31cc, 025a, d936, b04d, 0
e509, 3fbf, 0364, c4bc, 0
1986, 4525, 07d2, c622, 0
f782, 6037, ddba, 386f, 0
2c8d, 260d, 94a3, f69e, 0
d3d4, e77c, 620d, 12fe, 0
56f8, 0f06, 027a, a64d, 0
1c29, b525, 399e, f45f, 0
a240, 0706, 34a9, f537, 0
3d1f, e144, b02b, 1802, 1
bf38, 11ef, 35a5, bf54, 0
fe85, 91cb, 1089, 9b9f, 0
bdd0, 0ce0, b2a9, 2b6d, 0
0060, f97b, b265, d462, 0
0e33, 29f7, 4848, 0af8, 0
f48c, 22e9, e911, 15e6, 0
d1ed, 1486, 14a4, 15ac, 0
1e19, 4291, 2e6d, d105, 0
0f09, 64f8, 36e3, 24ad, 0
80e3, 003d, f5b7, 49ef, 0
0109, 18ef, 2733, beaa, 0
0858, 40c3, 16c0, ecdd, 0
3b0a, 1795, 0a60, f4f0, 0
d9f1, c404, 2a48, d7d5, 0
c8b4, 0169, fd3e, c6e4, 0
172b, 4fcf, b1fb, 1381, 0
09c1, f40e, d4d3, 2321, 0
42c5, e9cc, 2e60, 39ed, 0
1cb0, d7c1, fb83, 0047, 0
40ea, 0cea, 43bb, 161c, 1
3abc, 1e79, f8df, 76c3, 0
aab4, ec12, 2024, a493, 0
1778, f55f, 07fe, 10a8, 0
1733, 596d, d670, e334, 0
c95d, ca67, 8eca, 079f, 0
07f3, bad5, e694, b649, 0
3310, f6cb, 1c5f, e08e, 0
176a, a0d4, 14d9, f054, 0
e72f, ce12, e2a2, 0bd4, 0
3dde, daf0, 509c, fa9c, 0
d097, 3ba8, e905, f480, 0
f1cb, f291, ecb7, 9e2b, 0
3452, ec34, 1ecc, ceab, 0
0433, 227c, dc5b, de7b, 0
1858, 2313, fb69, ae3a, 0
f2cc, d574, d349, 3bcf, 0
b227, 12fd, 2905, 4a78, 0
0def, 1c05, b5a1, cd96, 0
1afc, ee29, bd35, 02fe, 0
22ab, 035c, d8e4, ed05, 1
f394, 72f4, 52f9, 0c8b, 0
2818, 45c1, 2341, 1842, 0
c5d4, be57, 00d6, 8e41, 0
a7b4, 0f8f, ad9f, 2b20, 0
9c93, f30d, 8ef2, 0637, 0
e29e, 4961, d2fd, b689, 0
fb49, 3548, c523, db25, 0
b500, e2e7, 0430, e798, 0
cc1e, 2970, e56f, 59c7, 0
3cc6, ed41, 5549, e86f, 0
eb37, bc65, bd3e, 026c, 0
53ce, ee2a, 0207, 917d, 0
265a, e4d8, f274, b997, 0
1417, be22, ba61, 0eec, 0
ed77, aa74, cff6, 46dd, 0
2229, 34c6, b083, f5b7, 0
dddd, c9c0, 080a, 20ec, 0
515d, 286b, 2da2, 368d, 0
157d, 9ea6, dddc, c729, 0
17e5, 25c0, 5fd2, 0196, 1
1fcf, 095c, 5dab, e9c1, 0
feac, c40c, dfd8, fdf4, 0
2865, 3dfe, 3020, c7fe, 0
8bd8, 076e, 0099, 5fb1, 0
142d, 59d4, 0473, 7005, 0
2b32, f3af, ed5e, e21a, 0
c46a, 2ae9, 2fe6, 03ca, 0
faf0, c362, ec69, 947a, 0
fc93, c0c2, e421, 350b, 0
fbf5, e5a4, 3f13, cf0c, 0
e729, 4ec0, d5e6, ed45, 0
ac1d, fab3, d389, d3c9, 0
b5b1, e662, cfb0, 39e6, 0
cff8, f220, 0d48, 99d4, 0
cdf2, 4829, e932, 549d, 0
2fb1, b088, 083d, 412a, 0
df7d, d3c2, 3144, b234, 0
2105, f957, 1410, 2238, 0
f1be, 1703, 1a73, 3f3a, 0
eedf, a27f, f9fc, d7bb, 1
dcad, 301c, ed09, 0fc5, 0
d018, 1ca8, 37eb, 2ed9, 0
16ea, f398, caf3, 18e7, 0
6b36, f6d1, a795, 119c, 0
a494, dd16, 2621, ee85, 0
f8b8, e557, b093, 240a, 0
2d31, 2927, f7e5, c902, 0
6ae1, 0198, eb0c, ccdd, 0
534c, ec9b, d57c, 36fd, 0
bba0, 31ea, d397, 1abe, 0
e501, 26e4, f4c2, b074, 0
d311, c337, fdd1, 9ba9, 0
1113, 05ae, 1483, eefd, 0
0d46, 0a4f, f511, 5b90, 0
ec50, cf7f, 0d95, d3ea, 0
331e, 428f, 783e, fde1, 0
989a, 0c52, e50a, 382d, 0
0276, f78f, c9a9, 22e8, 0
1c96, caca, 23ca, cf56, 0
1f84, 526b, 2cd6, e10d, 1
b088, 147f, b884, fc15, 0
fb2d, 9edd, 021f, 3762, 0
37dc, 1541, b6e8, 138c, 0
d4ac, 117b, 597b, f95f, 0
c8e8, 2f02, 1b0d, c443, 0
31ab, d1e5, 21c8, 5ad1, 0
d819, 335e, 06d2, 550b, 0
41ea, 1137, 3ce7, 0101, 0
022a, f208, 30e0, 19e5, 0
09b3, aa7e, c540, f7e4, 0
2580, ba8b, bb66, 02aa, 0
18f6, 3a75, 4ed6, d3ae, 0
e0f3, e4d4, a316, f40c, 0
312f, d228, ddf2, 1474, 0
d4e7, 2955, af33, f58f, 0
9ece, f5b3, df96, ab4c, 0
c4fc, f22d, 4d3c, 00de, 0
02e3, a5aa, 0b9b, f69a, 0
cad9, d9b9, 3e15, 23bc, 0
3af1, 0c35, cce7, 2d33, 1
0027, 3605, 7145, 0cc0, 0
598a, de71, fff6, 37d1, 0
dac6, 5122, b693, 1371, 0
dcd0, 0a1e, f795, a485, 0
fd63, ad3c, c734, da2b, 0
48ba, 2c66, f5f4, 61f8, 0
6cb5, 0a1f, 71f6, f780, 0
dd1c, c4bc, 11b1, aa2b, 0
c11c, 1e13, 5154, 21b3, 0
2774, 4e79, e2e3, 06b3, 0
c8f2, 0b91, bc10, ec48, 0
da29, ab93, 24c0, 1118, 0
0676, cfba, f180, 5baf, 0
6ab4, ffb2, 1bb5, 52d6, 0
060e, 550a, f132, 0461, 0
6fcc, 0a6f, ed50, 612a, 0
9de1, 0e6f, 4026, f7d1, 0
f6f5, baec, df38, ba18, 0
d456, 4e62, 5d8c, 1447, 0
3a16, d5c1, 3adc, 2153, 1
a3c6, 02b3, 17b0, 08a6, 0
0dc9, 5456, ce3d, eb6e, 0
0591, d23e, f050, befa, 0
69ce, f59b, e544, b285, 0
f7a3, d7a8, 1b2c, 44e1, 0
5d6e, eef7, e616, a13c, 0
02bb, ac2d, 2d51, f03e, 0
8628, fa1b, f89c, 74f2, 0
09c8, 6aae, 54fb, e04b, 0
20c6, 229b, 38ab, 10c5, 0
b97e, 34d2, 3295, 0640, 0
08d8, aff4, 52fb, 1e7f, 0
2087, fc8c, 1d7c, ab74, 0
5ce5, fc55, 1a11, f68a, 0
2c96, 3db9, 1945, f2a1, 0
1b20, 3634, 33dc, f08a, 0
fbf3, 1b4a, 48b0, 2833, 0
0ba4, bbaf, f517, 033a, 0
f8f6, 361b, cc5c, 2ffd, 0
77b3, 04ab, 488b, 14ee, 1
1be6, 393c, 45e9, e870, 0
9caf, 19fa, 03df, 69ba, 0
2349, 1da7, 6c28, 0911, 0
d5fe, 0c46, bd2f, 3a6f, 0
bb8f, 2c84, e0f7, d80a, 0
c3aa, 057a, 24b7, 4685, 0
e027, d8a7, 498d, 12fc, 0
09b1, bed9, ffa4, 7826, 0
f219, 536b, ef56, 2957, 0
d929, 0650, 0ddc, cb25, 0
3710, 26ad, 3f33, 311e, 0
27e0, ab4a, 10be, 6b57, 0
5414, eea8, 0e63, 6127, 0
a582, e1c9, 0ace, 2006, 0
be06, fa7a, fdaf, ed9c, 0
a909, 1756, 0876, 3afe, 0
3d84, 2bce, d381, 3807, 0
5808, 1b36, 0764, eec9, 0
61cd, f76e, c054, db41, 0
4f4a, d37f, 21e9, f26c, 1
ea45, da13, d070, b095, 0
d7ca, 5662, e214, 1e8c, 0
03a2, f664, ba6e, d449, 0
c137, 13aa, fc21, 8643, 0
2792, bd78, 06d7, a474, 0
0522, b4f2, 0d49, 1cf4, 0
1f70, fdd7, 21c5, 1961, 0
a2eb, eebb, f985, 5dcc, 0
f557, 27ad, 2586, 2bf9, 0
6263, 0cf8, 25f3, f7cd, 0
e5a9, 2bac, b0d8, f8dd, 0
2366, f2d4, 5971, 1673, 0
19dd, 1b8b, d14b, 4e06, 0
cec0, 0647, f689, 2c8c, 0
12e9, 1ffb, 497b, de3e, 0
dad2, a616, d87c, cedd, 0
4a8b, 1fbf, 4d95, f0ee, 0
e88f, b3e1, 15d9, a7ed, 0
411b, 1cd1, f78a, 6798, 0
0cbb, 1da0, ef2e, c964, 1
f907, 029f, 505a, ea13, 0
c1f1, fc97, 028c, 0859, 0
f26e, 6bbf, 27c1, 493a, 0
b1f9, e91e, f56a, ba4c, 0
1ec7, 1403, 1f81, f7ff, 0
5cbe, 0980, a704, 04c9, 0
1076, 08e1, acbd, 19ad, 0
f7ea, 5631, 4e92, 24eb, 0
6c82, f768, 1288, 5c66, 0
1781, 6306, db66, 4d9b, 0
09d9, 97f1, fb39, 05a5, 0
fd8a, 9676, 339e, c508, 0
d6a1, 45c6, c705, 1fb0, 0
3706, 398b, 3a59, f9dc, 0
f32c, feb0, 990c, edd9, 0
c23b, dca5, d1da, f1f1, 0
e6ec, 4008, a74c, f782, 0
2747, 377d, 1c98, c2a2, 0
310b, d2a1, ffa3, 2bac, 0
be4e, e592, 176d, 63d6, 1
f6d1, 989d, 2438, 076d, 0
be93, 37ce, acb4, 1bdf, 0
fc5c, e613, 655f, ed6d, 0
14c9, 9dfb, b549, f71e, 0
c4a0, de00, eb23, b99c, 0
fe54, 90b6, df6e, cb12, 0
f4f6, 4ddb, 28f6, dca1, 0
093a, 9329, b854, e53c, 0
1efd, 1806, fae7, 6170, 0
c9c8, 135b, b44f, ccbf, 0
d3e3, 41ef, 3381, 23b6, 0
df91, 2003, b4bd, d97c, 0
f33c, 9be4, c7ea, 26ad, 0
fe9a, 462d, 3fc4, fa13, 0
d2f9, 4271, c2af, c42b, 0
d650, db2c, ec53, 505d, 0
de98, 54d9, a479, 22fb, 0
5442, 2395, 1085, 5c49, 0
b896, d954, 151d, ec4d, 0
5d80, e942, 3008, e89f, 1
21cc, c2f0, 9ce1, ea19, 0
28b2, d544, 050a, 0e7b, 0
e55d, c3c3, 13c3, be19, 0
f7bb, e39e, 32f0, 1dd7, 0
352d, 0444, d2a9, c4a0, 0
d8ab, 4a94, c3dd, d629, 0
1a8e, ee3c, 14ff, dfd3, 0
4687, d65a, fe0e, 4f6c, 0
ddf0, a677, d77a, ab67, 0
f3e9, 17b3, 3be2, c1f9, 0
e468, a542, e87f, 9957, 0
a3d8, 1a51, de6b, d3e2, 0
304e, 1fba, 00ca, 4120, 0
38eb, 3b62, e870, 3355, 0
bc30, d3bf, ff4a, 4bd4, 0
e480, d8b4, b5ab, fed3, 0
3122, d281, fda1, 0480, 0
9381, ff2e, d6a8, 3044, 0
28d5, fa5d, 0bd8, d3fd, 0
da68, b5dc, 0b1c, abe1, 1
9e06, e343, 1b78, 454b, 0
1085, 6704, d4ff, af88, 0
5027, 0f20, f0ed, ac42, 0
21bc, f3a6, c5e3, 2a92, 0
b2fa, d444, 18c9, 0605, 0
07b2, ad9c, 48c0, e9bf, 0
2004, 57c5, e85f, d1a2, 0
2fef, 1bf6, 9fc8, e3c5, 0
2805, b0bd, fe17, c27b, 0
07ad, 8c67, f889, 6725, 0
214f, 13db, c333, 19cd, 0
990d, ef74, 096b, 8f47, 0
0220, 49a7, 50e0, 2651, 0
6cdf, 02f8, f41a, f1c4, 0
b0ab, fd22, decd, dae7, 0
06c8, a9f0, 3f71, 0424, 0
140c, ad70, 1300, faa0, 0
6cd4, 03e6, fd0a, 8741, 0
75ca, 0230, f603, 12c8, 0
fcde, 6c19, ff58, db2c, 1
aaf9, db73, e41a, 1ff3, 0
f12c, c51d, 3408, 2be3, 0
b792, 1b08, 1164, 4cda, 0
b7cf, 2914, e56b, 3f7b, 0
35da, daef, 35e4, e1d7, 0
d5c9, 32a7, e7f6, 491f, 0
0977, 693e, ade4, 2021, 0
003f, baff, 067f, c6c2, 0
dd62, ca75, a837, fd39, 0
f98c, 54ff, 5c98, 175c, 0
21de, a4e9, 0f29, 9287, 0
bb49, eb9c, d828, 0b22, 0
b9ed, d87e, d7d8, 4a8e, 0
dac3, 3a1c, 26c3, cd5a, 0
450e, 2a12, cb37, 44fe, 0
b707, 297e, 4137, f396, 0
61db, 178e, b813, 03b0, 0
f04f, c95d, f4d7, 5dc3, 0
d616, b03f, 60a3, 1e35, 0
f762, 55ea, a42e, f447, 1
d666, d0dc, 1e6b, e756, 0
e01e, 276a, 8e9d, fbaa, 0
b65f, 16bb, d37c, 21eb, 0
2e7b, d6f8, c606, 32c9, 0
c616, e1b0, f68e, 9efd, 0
e42b, 286d, 9bfb, 1202, 0
d24f, b9fc, 1ee6, 5833, 0
e95f, 5a1c, 0b57, 6353, 0
48cb, 2286, 0c72, 3c4a, 0
02e8, f8a2, 3cd6, e03d, 0
0335, 8fa2, fddd, 23af, 0
d16c, f9aa, 11c4, d68e, 0
e5cf, 249d, b51b, e933, 0
bc06, d6ec, e692, 5fe8, 0
0317, 43c4, 907f, 0f5e, 0
bdec, 18bf, 998f, ff9b, 0
0058, d87c, f2db, 5e94, 0
3c5c, 2871, 47ac, e7e7, 0
b6f1, ed5b, 0001, e529, 0
f68c, 5073, fa63, 5e95, 1
e628, 243e, 17ea, 63c9, 0
f8aa, beb8, b0c9, 005a, 0
28cd, 2f76, d23c, 3606, 0
47e1, e5f9, d2ef, f18d, 0
0c61, bc80, 07a8, 38ec, 0
3e6e, d203, 3ee4, 264a, 0
bd2f, e03e, a740, 1ffb, 0
5f29, fd9f, e423, 3129, 0
eeb9, 3bd6, 5c8e, 2003, 0
ff67, 80ed, c69e, 4362, 0
2676, 3d62, 1bc9, d0af, 0
0bb8, f3da, 023c, 8ff0, 0
7406, fbf2, 6139, f746, 0
cad4, b984, 2652, 01fd, 0
f1dc, 245c, e629, c430, 0
0db7, ab0b, aa28, 22b9, 0
c982, 0f76, edfc, 4bfc, 0
435c, 3628, aa68, 054d, 0
ff09, fc84, 52a8, df54, 0
1cfd, 3552, 0ded, 7147, 1
1a42, cba3, d33a, e988, 0
4494, 0480, d3c7, 0dc8, 0
4464, 1837, c3cb, f336, 0
f046, 1d5e, 0b08, bdd4, 0
eb55, 3703, 0a13, 3950, 0
4c11, d8e8, 1832, 28e6, 0
4bf0, 0d02, 06b2, f766, 0
6d41, 02e2, 537d, f920, 0
4633, f6ee, c289, deab, 0
4abc, f45c, 3984, 1064, 0
210e, bd04, 0183, 913d, 0
f2b8, 933e, e79d, 9b37, 0
13a1, a667, c38d, 1d57, 0
0d11, 8e88, 3076, b706, 0
0a8e, 3956, 16b4, bbe9, 0
4026, fbc0, 008d, 8987, 0
d5f6, 26bb, 2e14, 201e, 0
e4e3, 30c5, f67f, 36c4, 0
1f55, ee55, 05f8, 525e, 0
0ada, 08a7, 12ed, 4cd1, 1
c1e3, 248e, db54, 379b, 0
2f36, 228a, ec57, d935, 0
054e, d41c, fb6f, e02c, 0
d951, 43a4, ab01, 14c0, 0
325b, f1e1, 14bd, fda5, 0
3fd4, 168b, 4ff1, d3ba, 0
9ec8, 1b56, a636, 2195, 0
aeb8, f435, 1a10, eff8, 0
fa87, 5550, 0251, fcb0, 0
dc6a, 18a9, 3ec3, 07f0, 0
34e3, e344, ddee, 0eb8, 0
dc99, e6c3, d087, 4ea7, 0
fe29, fd12, 51ea, e947, 0
2531, 589c, cc8d, d9a2, 0
0a5a, accd, 654c, 0b93, 0
f662, 34f8, 14d5, 5472, 0
08ee, 8cce, e456, 11e5, 0
c236, ee59, f7a9, fad0, 0
0c45, 4688, f1e2, 4031, 0
03d4, b6c5, c53d, ded6, 1
22e0, f85c, 1cd7, 11d4, 0
a566, e637, 3a9b, f2ef, 0
8aa9, 0a31, 4aa7, f6c9, 0
cd16, 113a, cc11, b9a7, 0
1199, fe82, d54a, d664, 0
1837, 9ae4, d776, b51a, 0
0407, 69fe, f7ac, ce4c, 0
665f, 063f, 0adf, f496, 0
4715, cf2c, fe39, 2302, 0
f5b3, a9bc, 0235, 2b7b, 0
fad6, b85f, 006b, f6cd, 0
c264, 41af, 4744, e2bb, 0
f807, 73d0, 0c18, ce8a, 0
b8d4, 2477, fce8, 2b0f, 0
3237, eb88, 0f67, 077b, 0
3ca5, f14c, f24a, 6676, 0
db25, 3214, 4009, ed96, 0
c28d, f8ac, 33dc, 003a, 0
fefb, 70fe, f861, 6ca7, 0
029b, 6d9e, 2a8e, ddc3, 1
0bef, 0d3d, 2be2, 02dc, 0
f247, f115, 38aa, e939, 0
b255, 1128, a814, 0dcf, 0
0fdd, 2cc8, 2d19, e390, 0
ab24, 21c8, cf6d, c1b5, 0
92bd, fbc9, ec03, 090e, 0
3d73, f38a, aaee, 0ec3, 0
e1ad, 16d9, 1a53, ec46, 0
322e, db49, 1664, 9da2, 0
c9a8, 3a48, 4518, cb75, 0
fa30, c196, 1e59, 9e92, 0
faad, bdc8, 15d2, 4d5c, 0
05f7, 2995, a3c5, e854, 0
7ae5, fc12, 2da5, 4962, 0
ea56, c616, 511c, f24d, 0
ea5c, bbeb, 1419, 524a, 0
5f14, 070b, 0eaa, 555b, 0
c6be, cdfd, 61cf, fc0b, 0
e1a1, b76d, 9997, 141b, 0
cfa9, 0ef6, c2a7, 41af, 1
4b3e, 2a76, e8d9, c177, 0
4aac, f0c8, cda0, 2523, 0
f854, 5c55, 99e0, ec76, 0
f892, 5dc0, 1f66, 185e, 0
ce24, 197c, 928e, f3b4, 0
287b, ce82, f90f, dee8, 0
d9d2, 4e87, d1cc, 21f1, 0
2798, 1087, f8ee, 0252, 0
e2fd, 238e, d973, 39aa, 0
62f0, e522, be75, 0e5b, 0
d922, 139d, f11a, 3341, 0
f356, bb89, d4fe, 25d2, 0
3dc4, 26dc, a8dc, 2845, 0
f89f, 1364, e595, e29b, 0
32d6, e46d, 25f2, dc6b, 0
4da7, 2cdf, 4fd7, f3c9, 0
0bce, bad9, 18d2, 13e0, 0
0905, 93f9, a33e, dcea, 0
abe3, f53c, 544b, f2d0, 0
371e, d3d5, b604, d3f3, 1
ca68, b6f6, 1159, 99a5, 0
565b, 04bb, e67e, 464a, 0
1741, 2161, 0e91, 01d9, 0
d1d7, 1e9e, f113, 3866, 0
3037, f7c6, fa3a, 1085, 0
be9d, 0e8a, 375f, f78e, 0
043b, 4afa, f6a5, d4e5, 0
eff5, dbf8, 6394, f5f3, 0
b1a8, 0384, fa68, 9ce7, 0
fd84, a5fd, a122, 0e29, 0
eb9c, 3bee, 604f, 119b, 0
0825, 23c6, 6a03, edef, 0
0067, 0560, 18b7, 52fe, 0
ba4b, 2925, b6e6, 0820, 0
baec, da15, b43f, d4cb, 0
4642, 1787, 11ba, a3e4, 0
1a43, 1535, 1217, 682b, 0
0fbc, e649, 1f56, 3c55, 0
05ae, d2e5, fa6a, 403a, 0
fcca, eeca, e8ac, 0f90, 1
5490, 1eb5, b7c2, df19, 0
ed97, 12eb, 0389, b8f0, 0
3e6d, 12da, c9ec, 1982, 0
fee4, c4c4, 447e, 15aa, 0
4524, 125d, f2e2, 2a8c, 0
be5b, f6fe, 1fc3, 1a7a, 0
6d3e, 0f41, 2054, 1311, 0
e786, ae50, bf20, 3c2c, 0
c9b7, 383a, f3a7, 4f32, 0
af41, 271f, 0f5d, e6e1, 0
cf61, 109c, ff44, a352, 0
0827, c2fd, ef7b, 3050, 0
cb42, d9f7, d1ce, ddf0, 0
eeab, 40fe, f933, 0012, 0
685e, e889, 159b, f78d, 0
3014, df24, 169e, 4188, 0
35e5, c9d6, 3f3d, 09bc, 0
dbf5, cdf5, bb64, eac9, 0
f776, e1f4, ef66, dfec, 0
32b2, 3609, 2837, abea, 1
1d4b, a065, cc32, 1915, 0
1a9c, 418c, ad48, 0330, 0
e2ee, 3e13, 0868, b61d, 0
3d50, 19d1, ddd6, ac19, 0
4b22, 0951, 48aa, e08c, 0
fc0c, d0ff, d87a, aa12, 0
b023, f3a6, 134c, cee3, 0
309a, faa5, 3e32, fcd0, 0
e5a0, 11d8, d61c, bd66, 0
3495, c78b, f749, 642e, 0
39fd, d765, 3e76, 3588, 0
f43f, bf44, c2cd, e048, 0
17d7, 0cde, fbdd, e432, 0
e9af, 54a5, f946, 8daa, 0
141f, b7c6, 051a, c45c, 0
ae74, 153c, e751, 4024, 0
0521, 3e67, a874, 15f2, 0
d4af, 4643, b704, 078b, 0
904c, ffa6, 6274, 0013, 0
ece5, 2028, 0308, dbc1, 1
f3a2, eadf, 0313, ec9a, 0
1585, cf3d, 3380, 4c1e, 0
a6bc, db04, 087d, afb3, 0
bb36, e85a, c1ab, 21ae, 0
1828, 5eb6, ec6c, 4d04, 0
166d, ddfd, ee13, a9b3, 0
edf1, 5844, 369f, f43d, 0
e552, 5505, abc7, dd4f, 0
f094, effc, f03c, 6405, 0
d090, f3b6, 0fd3, 17a0, 0
d2fd, 291a, e5ce, c343, 0
ff36, e897, 25d6, 02b3, 0
f085, d595, ae5e, 18b4, 0
bfa0, 221e, 1fc2, 346a, 0
b575, 1d32, 1538, 3947, 0
385f, bcce, 938b, 0ae4, 0
28e4, ebba, 3702, 40fc, 0
cd9a, c067, 1b9c, 2085, 0
044f, b9f8, 9ed6, f763, 0
1b29, aa32, edd6, 5b0b, 1
1c74, f1e6, da3b, bee8, 0
45f5, ee6a, 0035, 3859, 0
0454, 88fd, c705, d58a, 0
f1f3, 3261, 42c8, 1119, 0
923e, 0b48, 1f1b, cb61, 0
3df3, 008a, 1759, 9788, 0
2a80, 544b, 32e4, d906, 0
04a1, ae3b, 2256, 11e0, 0
0aa1, b55b, 73af, fba9, 0
cca5, efa2, 1f05, fdfe, 0
0f39, 6a8e, f1f0, 0f55, 0
5a12, 0820, 5ccf, 018b, 0
3b31, 171f, e9ba, aa1c, 0
0abf, 5cd4, 0051, 3e96, 0
04d1, aba5, c972, dd7c, 0
ea0f, 0534, 0b8b, c83d, 0
a19f, 02e6, 180d, 118b, 0
d405, d425, 5a86, 1c4b, 0
e0b1, 0de6, bc82, 17c5, 0
ca61, cc09, faed, 956e, 1
49d0, 3466, f62b, 5a00, 0
b8a6, f3df, f218, 6304, 0
c033, fb44, 5e11, 11e7, 0
252a, 2de5, 2804, be62, 0
ef13, f0f4, 41aa, d10b, 0
f4a9, 2973, e5f6, 2a2d, 0
0b92, 53fa, a77d, 10c1, 0
5595, fd3a, 047a, bde5, 0
0908, 76ab, 2aa6, eec4, 0
fe76, de58, b9a4, eb89, 0
30f0, ccfe, bb25, d8cb, 0
ab42, 1521, c5ec, 1242, 0
47a1, d200, c5e8, 17e2, 0
a5ed, 146d, fbc1, e29d, 0
e3b3, 09c9, 1579, c622, 0
935c, 088d, 3258, 3e20, 0
2de4, 29c8, 0901, a03c, 0
36f2, ec8e, e6f7, 3531, 0
b042, ded0, 37e4, 2bde, 0
a0f2, 0729, a590, 0ab6, 1
e36c, 3ee0, 1287, 5202, 0
daab, cbb8, 41ff, cb94, 0
